x,y,u,v,p,psi,u_exact,p_exact,psi_exact
0.4067796610169492,0.055172413793103454,0.39952437574316296,0.0,0.5932203389830508,0.01242090013257343,0.39952437574316296,0.5932203389830508,0.01242090013257343
0.423728813559322,0.055172413793103454,0.39952437574316296,0.0,0.576271186440678,0.01242090013257343,0.39952437574316296,0.576271186440678,0.01242090013257343
0.4406779661016949,0.055172413793103454,0.39952437574316296,0.0,0.5593220338983051,0.01242090013257343,0.39952437574316296,0.5593220338983051,0.01242090013257343
0.4576271186440678,0.055172413793103454,0.39952437574316296,0.0,0.5423728813559322,0.01242090013257343,0.39952437574316296,0.5423728813559322,0.01242090013257343
0.4745762711864407,0.055172413793103454,0.39952437574316296,0.0,0.5254237288135593,0.01242090013257343,0.39952437574316296,0.5254237288135593,0.01242090013257343
0.4915254237288136,0.055172413793103454,0.39952437574316296,0.0,0.5084745762711864,0.01242090013257343,0.39952437574316296,0.5084745762711864,0.01242090013257343
0.5084745762711864,0.055172413793103454,0.39952437574316296,0.0,0.4915254237288136,0.01242090013257343,0.39952437574316296,0.4915254237288136,0.01242090013257343
0.5254237288135593,0.055172413793103454,0.39952437574316296,0.0,0.47457627118644075,0.01242090013257343,0.39952437574316296,0.47457627118644075,0.01242090013257343
0.5423728813559322,0.055172413793103454,0.39952437574316296,0.0,0.4576271186440678,0.01242090013257343,0.39952437574316296,0.4576271186440678,0.01242090013257343
0.5593220338983051,0.055172413793103454,0.39952437574316296,0.0,0.44067796610169485,0.01242090013257343,0.39952437574316296,0.44067796610169485,0.01242090013257343
0.576271186440678,0.055172413793103454,0.39952437574316296,0.0,0.423728813559322,0.01242090013257343,0.39952437574316296,0.423728813559322,0.01242090013257343
0.5932203389830508,0.055172413793103454,0.39952437574316296,0.0,0.4067796610169492,0.01242090013257343,0.39952437574316296,0.4067796610169492,0.01242090013257343
0.6101694915254237,0.055172413793103454,0.39952437574316296,0.0,0.38983050847457634,0.01242090013257343,0.39952437574316296,0.38983050847457634,0.01242090013257343
0.6271186440677966,0.055172413793103454,0.39952437574316296,0.0,0.3728813559322034,0.01242090013257343,0.39952437574316296,0.3728813559322034,0.01242090013257343
0.6440677966101696,0.055172413793103454,0.39952437574316296,0.0,0.35593220338983045,0.01242090013257343,0.39952437574316296,0.35593220338983045,0.01242090013257343
0.6610169491525424,0.055172413793103454,0.39952437574316296,0.0,0.3389830508474576,0.01242090013257343,0.39952437574316296,0.3389830508474576,0.01242090013257343
0.6779661016949152,0.055172413793103454,0.39952437574316296,0.0,0.3220338983050848,0.01242090013257343,0.39952437574316296,0.3220338983050848,0.01242090013257343
0.6949152542372881,0.055172413793103454,0.39952437574316296,0.0,0.30508474576271194,0.01242090013257343,0.39952437574316296,0.30508474576271194,0.01242090013257343
0.711864406779661,0.055172413793103454,0.39952437574316296,0.0,0.288135593220339,0.01242090013257343,0.39952437574316296,0.288135593220339,0.01242090013257343
0.728813559322034,0.055172413793103454,0.39952437574316296,0.0,0.27118644067796605,0.01242090013257343,0.39952437574316296,0.27118644067796605,0.01242090013257343
0.7457627118644068,0.055172413793103454,0.39952437574316296,0.0,0.2542372881355932,0.01242090013257343,0.39952437574316296,0.2542372881355932,0.01242090013257343
0.7627118644067796,0.055172413793103454,0.39952437574316296,0.0,0.23728813559322037,0.01242090013257343,0.39952437574316296,0.23728813559322037,0.01242090013257343
0.7796610169491526,0.055172413793103454,0.39952437574316296,0.0,0.22033898305084743,0.01242090013257343,0.39952437574316296,0.22033898305084743,0.01242090013257343
0.7966101694915254,0.055172413793103454,0.39952437574316296,0.0,0.2033898305084746,0.01242090013257343,0.39952437574316296,0.2033898305084746,0.01242090013257343
0.8135593220338984,0.055172413793103454,0.39952437574316296,0.0,0.18644067796610164,0.01242090013257343,0.39952437574316296,0.18644067796610164,0.01242090013257343
0.8305084745762712,0.055172413793103454,0.39952437574316296,0.0,0.1694915254237288,0.01242090013257343,0.39952437574316296,0.1694915254237288,0.01242090013257343
0.847457627118644,0.055172413793103454,0.39952437574316296,0.0,0.15254237288135597,0.01242090013257343,0.39952437574316296,0.15254237288135597,0.01242090013257343
0.864406779661017,0.055172413793103454,0.39952437574316296,0.0,0.13559322033898302,0.01242090013257343,0.39952437574316296,0.13559322033898302,0.01242090013257343
0.8813559322033898,0.055172413793103454,0.39952437574316296,0.0,0.11864406779661019,0.01242090013257343,0.39952437574316296,0.11864406779661019,0.01242090013257343
0.8983050847457628,0.055172413793103454,0.39952437574316296,0.0,0.10169491525423724,0.01242090013257343,0.39952437574316296,0.10169491525423724,0.01242090013257343
0.9152542372881356,0.055172413793103454,0.39952437574316296,0.0,0.0847457627118644,0.01242090013257343,0.39952437574316296,0.0847457627118644,0.01242090013257343
0.9322033898305084,0.055172413793103454,0.39952437574316296,0.0,0.06779661016949157,0.01242090013257343,0.39952437574316296,0.06779661016949157,0.01242090013257343
0.9491525423728814,0.055172413793103454,0.39952437574316296,0.0,0.05084745762711862,0.01242090013257343,0.39952437574316296,0.05084745762711862,0.01242090013257343
0.9661016949152542,0.055172413793103454,0.39952437574316296,0.0,0.03389830508474578,0.01242090013257343,0.39952437574316296,0.03389830508474578,0.01242090013257343
0.9830508474576272,0.055172413793103454,0.39952437574316296,0.0,0.016949152542372836,0.01242090013257343,0.39952437574316296,0.016949152542372836,0.01242090013257343
1.0,0.055172413793103454,0.39952437574316296,0.0,0.0,0.01242090013257343,0.39952437574316296,0.0,0.01242090013257343
0.0,0.062068965517241385,0.4280618311533889,0.0,1.0,0.015277379146336466,0.4280618311533889,1.0,0.015277379146336466
0.01694915254237288,0.062068965517241385,0.4280618311533889,0.0,0.9830508474576272,0.015277379146336466,0.4280618311533889,0.9830508474576272,0.015277379146336466
0.03389830508474576,0.062068965517241385,0.4280618311533889,0.0,0.9661016949152542,0.015277379146336466,0.4280618311533889,0.9661016949152542,0.015277379146336466
0.05084745762711865,0.062068965517241385,0.4280618311533889,0.0,0.9491525423728814,0.015277379146336466,0.4280618311533889,0.9491525423728814,0.015277379146336466
0.06779661016949153,0.062068965517241385,0.4280618311533889,0.0,0.9322033898305084,0.015277379146336466,0.4280618311533889,0.9322033898305084,0.015277379146336466
0.0847457627118644,0.062068965517241385,0.4280618311533889,0.0,0.9152542372881356,0.015277379146336466,0.4280618311533889,0.9152542372881356,0.015277379146336466
0.1016949152542373,0.062068965517241385,0.4280618311533889,0.0,0.8983050847457628,0.015277379146336466,0.4280618311533889,0.8983050847457628,0.015277379146336466
0.11864406779661017,0.062068965517241385,0.4280618311533889,0.0,0.8813559322033898,0.015277379146336466,0.4280618311533889,0.8813559322033898,0.015277379146336466
0.13559322033898305,0.062068965517241385,0.4280618311533889,0.0,0.864406779661017,0.015277379146336466,0.4280618311533889,0.864406779661017,0.015277379146336466
0.15254237288135594,0.062068965517241385,0.4280618311533889,0.0,0.847457627118644,0.015277379146336466,0.4280618311533889,0.847457627118644,0.015277379146336466
0.1694915254237288,0.062068965517241385,0.4280618311533889,0.0,0.8305084745762712,0.015277379146336466,0.4280618311533889,0.8305084745762712,0.015277379146336466
0.1864406779661017,0.062068965517241385,0.4280618311533889,0.0,0.8135593220338984,0.015277379146336466,0.4280618311533889,0.8135593220338984,0.015277379146336466
0.2033898305084746,0.062068965517241385,0.4280618311533889,0.0,0.7966101694915254,0.015277379146336466,0.4280618311533889,0.7966101694915254,0.015277379146336466
0.22033898305084745,0.062068965517241385,0.4280618311533889,0.0,0.7796610169491526,0.015277379146336466,0.4280618311533889,0.7796610169491526,0.015277379146336466
0.23728813559322035,0.062068965517241385,0.4280618311533889,0.0,0.7627118644067796,0.015277379146336466,0.4280618311533889,0.7627118644067796,0.015277379146336466
0.2542372881355932,0.062068965517241385,0.4280618311533889,0.0,0.7457627118644068,0.015277379146336466,0.4280618311533889,0.7457627118644068,0.015277379146336466
0.2711864406779661,0.062068965517241385,0.4280618311533889,0.0,0.728813559322034,0.015277379146336466,0.4280618311533889,0.728813559322034,0.015277379146336466
0.288135593220339,0.062068965517241385,0.4280618311533889,0.0,0.711864406779661,0.015277379146336466,0.4280618311533889,0.711864406779661,0.015277379146336466
0.3050847457627119,0.062068965517241385,0.4280618311533889,0.0,0.6949152542372881,0.015277379146336466,0.4280618311533889,0.6949152542372881,0.015277379146336466
0.3220338983050847,0.062068965517241385,0.4280618311533889,0.0,0.6779661016949152,0.015277379146336466,0.4280618311533889,0.6779661016949152,0.015277379146336466
0.3389830508474576,0.062068965517241385,0.4280618311533889,0.0,0.6610169491525424,0.015277379146336466,0.4280618311533889,0.6610169491525424,0.015277379146336466
0.3559322033898305,0.062068965517241385,0.4280618311533889,0.0,0.6440677966101696,0.015277379146336466,0.4280618311533889,0.6440677966101696,0.015277379146336466
0.3728813559322034,0.062068965517241385,0.4280618311533889,0.0,0.6271186440677966,0.015277379146336466,0.4280618311533889,0.6271186440677966,0.015277379146336466
0.3898305084745763,0.062068965517241385,0.4280618311533889,0.0,0.6101694915254237,0.015277379146336466,0.4280618311533889,0.6101694915254237,0.015277379146336466
0.4067796610169492,0.062068965517241385,0.4280618311533889,0.0,0.5932203389830508,0.015277379146336466,0.4280618311533889,0.5932203389830508,0.015277379146336466
0.423728813559322,0.062068965517241385,0.4280618311533889,0.0,0.576271186440678,0.015277379146336466,0.4280618311533889,0.576271186440678,0.015277379146336466
0.4406779661016949,0.062068965517241385,0.4280618311533889,0.0,0.5593220338983051,0.015277379146336466,0.4280618311533889,0.5593220338983051,0.015277379146336466
0.4576271186440678,0.062068965517241385,0.4280618311533889,0.0,0.5423728813559322,0.015277379146336466,0.4280618311533889,0.5423728813559322,0.015277379146336466
0.4745762711864407,0.062068965517241385,0.4280618311533889,0.0,0.5254237288135593,0.015277379146336466,0.4280618311533889,0.5254237288135593,0.015277379146336466
0.4915254237288136,0.062068965517241385,0.4280618311533889,0.0,0.5084745762711864,0.015277379146336466,0.4280618311533889,0.5084745762711864,0.015277379146336466
0.5084745762711864,0.062068965517241385,0.4280618311533889,0.0,0.4915254237288136,0.015277379146336466,0.4280618311533889,0.4915254237288136,0.015277379146336466
0.5254237288135593,0.062068965517241385,0.4280618311533889,0.0,0.47457627118644075,0.015277379146336466,0.4280618311533889,0.47457627118644075,0.015277379146336466
0.5423728813559322,0.062068965517241385,0.4280618311533889,0.0,0.4576271186440678,0.015277379146336466,0.4280618311533889,0.4576271186440678,0.015277379146336466
0.5593220338983051,0.062068965517241385,0.4280618311533889,0.0,0.44067796610169485,0.015277379146336466,0.4280618311533889,0.44067796610169485,0.015277379146336466
0.576271186440678,0.062068965517241385,0.4280618311533889,0.0,0.423728813559322,0.015277379146336466,0.4280618311533889,0.423728813559322,0.015277379146336466
0.5932203389830508,0.062068965517241385,0.4280618311533889,0.0,0.4067796610169492,0.015277379146336466,0.4280618311533889,0.4067796610169492,0.015277379146336466
0.6101694915254237,0.062068965517241385,0.4280618311533889,0.0,0.38983050847457634,0.015277379146336466,0.4280618311533889,0.38983050847457634,0.015277379146336466
0.6271186440677966,0.062068965517241385,0.4280618311533889,0.0,0.3728813559322034,0.015277379146336466,0.4280618311533889,0.3728813559322034,0.015277379146336466
0.6440677966101696,0.062068965517241385,0.4280618311533889,0.0,0.35593220338983045,0.015277379146336466,0.4280618311533889,0.35593220338983045,0.015277379146336466
0.6610169491525424,0.062068965517241385,0.4280618311533889,0.0,0.3389830508474576,0.015277379146336466,0.4280618311533889,0.3389830508474576,0.015277379146336466
0.6779661016949152,0.062068965517241385,0.4280618311533889,0.0,0.3220338983050848,0.015277379146336466,0.4280618311533889,0.3220338983050848,0.015277379146336466
0.6949152542372881,0.062068965517241385,0.4280618311533889,0.0,0.30508474576271194,0.015277379146336466,0.4280618311533889,0.30508474576271194,0.015277379146336466
0.711864406779661,0.062068965517241385,0.4280618311533889,0.0,0.288135593220339,0.015277379146336466,0.4280618311533889,0.288135593220339,0.015277379146336466
0.728813559322034,0.062068965517241385,0.4280618311533889,0.0,0.27118644067796605,0.015277379146336466,0.4280618311533889,0.27118644067796605,0.015277379146336466
0.7457627118644068,0.062068965517241385,0.4280618311533889,0.0,0.2542372881355932,0.015277379146336466,0.4280618311533889,0.2542372881355932,0.015277379146336466
0.7627118644067796,0.062068965517241385,0.4280618311533889,0.0,0.23728813559322037,0.015277379146336466,0.4280618311533889,0.23728813559322037,0.015277379146336466
0.7796610169491526,0.062068965517241385,0.4280618311533889,0.0,0.22033898305084743,0.015277379146336466,0.4280618311533889,0.22033898305084743,0.015277379146336466
0.7966101694915254,0.062068965517241385,0.4280618311533889,0.0,0.2033898305084746,0.015277379146336466,0.4280618311533889,0.2033898305084746,0.015277379146336466
0.8135593220338984,0.062068965517241385,0.4280618311533889,0.0,0.18644067796610164,0.015277379146336466,0.4280618311533889,0.18644067796610164,0.015277379146336466
0.8305084745762712,0.062068965517241385,0.4280618311533889,0.0,0.1694915254237288,0.015277379146336466,0.4280618311533889,0.1694915254237288,0.015277379146336466
0.847457627118644,0.062068965517241385,0.4280618311533889,0.0,0.15254237288135597,0.015277379146336466,0.4280618311533889,0.15254237288135597,0.015277379146336466
0.864406779661017,0.062068965517241385,0.4280618311533889,0.0,0.13559322033898302,0.015277379146336466,0.4280618311533889,0.13559322033898302,0.015277379146336466
0.8813559322033898,0.062068965517241385,0.4280618311533889,0.0,0.11864406779661019,0.015277379146336466,0.4280618311533889,0.11864406779661019,0.015277379146336466
0.8983050847457628,0.062068965517241385,0.4280618311533889,0.0,0.10169491525423724,0.015277379146336466,0.4280618311533889,0.10169491525423724,0.015277379146336466
0.9152542372881356,0.062068965517241385,0.4280618311533889,0.0,0.0847457627118644,0.015277379146336466,0.4280618311533889,0.0847457627118644,0.015277379146336466
0.9322033898305084,0.062068965517241385,0.4280618311533889,0.0,0.06779661016949157,0.015277379146336466,0.4280618311533889,0.06779661016949157,0.015277379146336466
0.9491525423728814,0.062068965517241385,0.4280618311533889,0.0,0.05084745762711862,0.015277379146336466,0.4280618311533889,0.05084745762711862,0.015277379146336466
0.9661016949152542,0.062068965517241385,0.4280618311533889,0.0,0.03389830508474578,0.015277379146336466,0.4280618311533889,0.03389830508474578,0.015277379146336466
0.9830508474576272,0.062068965517241385,0.4280618311533889,0.0,0.016949152542372836,0.015277379146336466,0.4280618311533889,0.016949152542372836,0.015277379146336466
